date,city,petrol_price,diesel_price
2024-03-23,Mumbai,102.34,94.1
2024-03-24,Mumbai,102.36,94.12
2024-03-25,Mumbai,102.38,94.14
2024-03-26,Mumbai,102.39,94.15
2024-03-27,Mumbai,102.41,94.16
2024-03-28,Mumbai,102.44,94.19
2024-03-29,Mumbai,102.46,94.21
2024-03-30,Mumbai,102.46,94.21
2024-03-31,Mumbai,102.48,94.23
2024-04-01,Mumbai,102.49,94.24
2024-04-02,Mumbai,102.49,94.24
2024-04-03,Mumbai,102.51,94.26
2024-04-04,Mumbai,102.52,94.26
2024-04-05,Mumbai,102.53,94.27
2024-04-06,Mumbai,102.54,94.29
2024-04-07,Mumbai,102.55,94.3
2024-04-08,Mumbai,102.57,94.31
2024-04-09,Mumbai,102.58,94.32
2024-04-10,Mumbai,102.59,94.33
2024-04-11,Mumbai,102.6,94.34
2024-04-12,Mumbai,102.61,94.35
2024-04-13,Mumbai,102.64,94.37
2024-04-14,Mumbai,102.65,94.39
2024-04-15,Mumbai,102.66,94.39
2024-04-16,Mumbai,102.67,94.4
2024-04-17,Mumbai,102.68,94.41
2024-04-18,Mumbai,102.69,94.42
2024-04-19,Mumbai,102.7,94.43
2024-04-20,Mumbai,102.72,94.45
2024-04-21,Mumbai,102.73,94.46
2024-04-22,Mumbai,102.74,94.47
2024-04-23,Mumbai,102.76,94.48
2024-04-24,Mumbai,102.78,94.5
2024-04-25,Mumbai,102.78,94.51
2024-04-26,Mumbai,102.8,94.52
2024-04-27,Mumbai,102.81,94.53
2024-04-28,Mumbai,102.83,94.55
2024-04-29,Mumbai,102.85,94.57
2024-04-30,Mumbai,102.86,94.58
2024-05-01,Mumbai,102.87,94.59
2024-05-02,Mumbai,102.88,94.59
2024-05-03,Mumbai,102.88,94.6
2024-05-04,Mumbai,102.9,94.61
2024-05-05,Mumbai,102.91,94.63
2024-05-06,Mumbai,102.93,94.64
2024-05-07,Mumbai,102.94,94.65
2024-05-08,Mumbai,102.95,94.66
2024-05-09,Mumbai,102.96,94.67
2024-05-10,Mumbai,102.97,94.68
2024-05-11,Mumbai,102.99,94.7
2024-05-12,Mumbai,103.0,94.71
2024-05-13,Mumbai,103.02,94.73
2024-05-14,Mumbai,103.04,94.74
2024-05-15,Mumbai,103.06,94.76
2024-05-16,Mumbai,103.07,94.77
2024-05-17,Mumbai,103.09,94.79
2024-05-18,Mumbai,103.1,94.8
2024-05-19,Mumbai,103.11,94.81
2024-05-20,Mumbai,103.14,94.83
2024-05-21,Mumbai,103.16,94.85
2024-05-22,Mumbai,103.16,94.85
2024-05-23,Mumbai,103.18,94.87
2024-05-24,Mumbai,103.2,94.89
2024-05-25,Mumbai,103.23,94.91
2024-05-26,Mumbai,103.24,94.93
2024-05-27,Mumbai,103.26,94.94
2024-05-28,Mumbai,103.27,94.95
2024-05-29,Mumbai,103.27,94.96
2024-05-30,Mumbai,103.3,94.98
2024-05-31,Mumbai,103.31,94.99
2024-06-01,Mumbai,103.32,95.0
2024-06-02,Mumbai,103.33,95.01
2024-06-03,Mumbai,103.35,95.03
2024-06-04,Mumbai,103.37,95.05
2024-06-05,Mumbai,103.38,95.06
2024-06-06,Mumbai,103.4,95.07
2024-06-07,Mumbai,103.41,95.09
2024-06-08,Mumbai,103.43,95.1
2024-06-09,Mumbai,103.43,95.1
2024-06-10,Mumbai,103.45,95.12
2024-06-11,Mumbai,103.47,95.13
2024-06-12,Mumbai,103.47,95.14
2024-06-13,Mumbai,103.48,95.15
2024-06-14,Mumbai,103.5,95.17
2024-06-15,Mumbai,103.53,95.19
2024-06-16,Mumbai,103.54,95.2
2024-06-17,Mumbai,103.56,95.22
2024-06-18,Mumbai,103.57,95.22
2024-06-19,Mumbai,103.58,95.24
2024-06-20,Mumbai,103.6,95.26
2024-06-21,Mumbai,103.6,95.26
2024-06-22,Mumbai,103.61,95.27
2024-06-23,Mumbai,103.63,95.29
2024-06-24,Mumbai,103.63,95.29
2024-06-25,Mumbai,103.64,95.29
2024-06-26,Mumbai,103.66,95.31
2024-06-27,Mumbai,103.66,95.31
2024-06-28,Mumbai,103.67,95.32
2024-06-29,Mumbai,103.68,95.33
2024-06-30,Mumbai,103.7,95.35
2024-07-01,Mumbai,103.71,95.35
2024-07-02,Mumbai,103.73,95.37
2024-07-03,Mumbai,103.74,95.39
2024-07-04,Mumbai,103.76,95.41
2024-07-05,Mumbai,103.79,95.43
2024-07-06,Mumbai,103.8,95.44
2024-07-07,Mumbai,103.82,95.46
2024-07-08,Mumbai,103.82,95.46
2024-07-09,Mumbai,103.82,95.46
2024-07-10,Mumbai,103.83,95.46
2024-07-11,Mumbai,103.84,95.47
2024-07-12,Mumbai,103.86,95.49
2024-07-13,Mumbai,103.86,95.49
2024-07-14,Mumbai,103.87,95.5
2024-07-15,Mumbai,103.87,95.5
2024-07-16,Mumbai,103.87,95.51
2024-07-17,Mumbai,103.89,95.53
2024-07-18,Mumbai,103.91,95.54
2024-07-19,Mumbai,103.93,95.56
2024-07-20,Mumbai,103.96,95.58
2024-07-21,Mumbai,103.96,95.59
2024-07-22,Mumbai,103.96,95.59
2024-07-23,Mumbai,103.99,95.61
2024-07-24,Mumbai,104.0,95.62
2024-07-25,Mumbai,104.0,95.63
2024-07-26,Mumbai,104.02,95.64
2024-07-27,Mumbai,104.04,95.66
2024-07-28,Mumbai,104.04,95.66
2024-07-29,Mumbai,104.05,95.67
2024-07-30,Mumbai,104.07,95.69
2024-07-31,Mumbai,104.08,95.7
2024-08-01,Mumbai,104.1,95.72
2024-08-02,Mumbai,104.11,95.73
2024-08-03,Mumbai,104.12,95.73
2024-08-04,Mumbai,104.14,95.75
2024-08-05,Mumbai,104.15,95.76
2024-08-06,Mumbai,104.17,95.78
2024-08-07,Mumbai,104.19,95.79
2024-08-08,Mumbai,104.2,95.81
2024-08-09,Mumbai,104.2,95.81
2024-08-10,Mumbai,104.23,95.83
2024-08-11,Mumbai,104.23,95.83
2024-08-12,Mumbai,104.24,95.85
2024-08-13,Mumbai,104.25,95.85
2024-08-14,Mumbai,104.27,95.87
2024-08-15,Mumbai,104.28,95.88
2024-08-16,Mumbai,104.28,95.89
2024-08-17,Mumbai,104.3,95.9
2024-08-18,Mumbai,104.3,95.9
2024-08-19,Mumbai,104.32,95.92
2024-08-20,Mumbai,104.33,95.93
2024-08-21,Mumbai,104.33,95.93
2024-08-22,Mumbai,104.34,95.93
2024-08-23,Mumbai,104.36,95.96
2024-08-24,Mumbai,104.38,95.98
2024-08-25,Mumbai,104.41,96.0
2024-08-26,Mumbai,104.41,96.0
2024-08-27,Mumbai,104.43,96.02
2024-08-28,Mumbai,104.45,96.04
2024-08-29,Mumbai,104.46,96.04
2024-08-30,Mumbai,104.47,96.05
2024-08-31,Mumbai,104.47,96.06
2024-09-01,Mumbai,104.48,96.06
2024-09-02,Mumbai,104.5,96.08
2024-09-03,Mumbai,104.52,96.1
2024-09-04,Mumbai,104.53,96.12
2024-09-05,Mumbai,104.55,96.13
2024-09-06,Mumbai,104.57,96.15
2024-09-07,Mumbai,104.6,96.17
2024-09-08,Mumbai,104.61,96.18
2024-09-09,Mumbai,104.62,96.19
2024-09-10,Mumbai,104.63,96.2
2024-09-11,Mumbai,104.65,96.22
2024-09-12,Mumbai,104.66,96.23
2024-09-13,Mumbai,104.66,96.23
2024-09-14,Mumbai,104.67,96.24
2024-09-15,Mumbai,104.68,96.25
2024-09-16,Mumbai,104.7,96.27
2024-09-17,Mumbai,104.72,96.29
2024-09-18,Mumbai,104.73,96.29
2024-09-19,Mumbai,104.74,96.3
2024-09-20,Mumbai,104.75,96.31
2024-09-21,Mumbai,104.75,96.31
2024-09-22,Mumbai,104.76,96.32
2024-09-23,Mumbai,104.78,96.34
2024-09-24,Mumbai,104.79,96.35
2024-09-25,Mumbai,104.79,96.35
2024-09-26,Mumbai,104.8,96.36
2024-09-27,Mumbai,104.82,96.38
2024-09-28,Mumbai,104.82,96.38
2024-09-29,Mumbai,104.84,96.4
2024-09-30,Mumbai,104.86,96.41
2024-10-01,Mumbai,104.87,96.42
2024-10-02,Mumbai,104.88,96.43
2024-10-03,Mumbai,104.89,96.44
2024-10-04,Mumbai,104.9,96.45
2024-10-05,Mumbai,104.91,96.46
2024-10-06,Mumbai,104.92,96.47
2024-10-07,Mumbai,104.93,96.48
2024-10-08,Mumbai,104.94,96.49
2024-10-09,Mumbai,104.95,96.5
2024-10-10,Mumbai,104.96,96.5
2024-10-11,Mumbai,104.97,96.51
2024-10-12,Mumbai,104.98,96.52
2024-10-13,Mumbai,104.98,96.52
2024-10-14,Mumbai,104.99,96.53
2024-10-15,Mumbai,105.0,96.54
2024-10-16,Mumbai,105.0,96.55
2024-10-17,Mumbai,105.0,96.55
2024-10-18,Mumbai,105.02,96.56
2024-10-19,Mumbai,105.04,96.58
2024-10-20,Mumbai,105.06,96.6
2024-10-21,Mumbai,105.07,96.61
2024-10-22,Mumbai,105.08,96.61
2024-10-23,Mumbai,105.09,96.63
2024-10-24,Mumbai,105.1,96.63
2024-10-25,Mumbai,105.13,96.66
2024-10-26,Mumbai,105.13,96.67
2024-10-27,Mumbai,105.15,96.68
2024-10-28,Mumbai,105.15,96.68
2024-10-29,Mumbai,105.16,96.69
2024-10-30,Mumbai,105.17,96.7
2024-10-31,Mumbai,105.18,96.71
2024-11-01,Mumbai,105.2,96.73
2024-11-02,Mumbai,105.22,96.74
2024-11-03,Mumbai,105.22,96.74
2024-11-04,Mumbai,105.24,96.76
2024-11-05,Mumbai,105.24,96.77
2024-11-06,Mumbai,105.27,96.79
2024-11-07,Mumbai,105.3,96.81
2024-11-08,Mumbai,105.31,96.83
2024-11-09,Mumbai,105.33,96.85
2024-11-10,Mumbai,105.34,96.85
2024-11-11,Mumbai,105.37,96.88
2024-11-12,Mumbai,105.39,96.9
2024-11-13,Mumbai,105.41,96.92
2024-11-14,Mumbai,105.41,96.92
2024-11-15,Mumbai,105.42,96.93
2024-11-16,Mumbai,105.43,96.94
2024-11-17,Mumbai,105.44,96.95
2024-11-18,Mumbai,105.45,96.96
2024-11-19,Mumbai,105.47,96.97
2024-11-20,Mumbai,105.49,96.99
2024-11-21,Mumbai,105.51,97.01
2024-11-22,Mumbai,105.52,97.02
2024-11-23,Mumbai,105.54,97.04
2024-11-24,Mumbai,105.56,97.06
2024-11-25,Mumbai,105.57,97.07
2024-11-26,Mumbai,105.59,97.09
2024-11-27,Mumbai,105.59,97.09
2024-11-28,Mumbai,105.6,97.09
2024-11-29,Mumbai,105.62,97.11
2024-11-30,Mumbai,105.63,97.12
2024-12-01,Mumbai,105.66,97.15
2024-12-02,Mumbai,105.69,97.18
2024-12-03,Mumbai,105.7,97.18
2024-12-04,Mumbai,105.7,97.19
2024-12-05,Mumbai,105.71,97.2
2024-12-06,Mumbai,105.74,97.22
2024-12-07,Mumbai,105.76,97.24
2024-12-08,Mumbai,105.78,97.25
2024-12-09,Mumbai,105.78,97.26
2024-12-10,Mumbai,105.78,97.26
2024-12-11,Mumbai,105.78,97.26
2024-12-12,Mumbai,105.78,97.26
2024-12-13,Mumbai,105.8,97.27
2024-12-14,Mumbai,105.81,97.29
2024-12-15,Mumbai,105.82,97.29
2024-12-16,Mumbai,105.83,97.31
2024-12-17,Mumbai,105.86,97.33
2024-12-18,Mumbai,105.87,97.34
2024-12-19,Mumbai,105.88,97.35
2024-12-20,Mumbai,105.9,97.37
2024-12-21,Mumbai,105.92,97.38
2024-12-22,Mumbai,105.93,97.4
2024-12-23,Mumbai,105.94,97.4
2024-12-24,Mumbai,105.95,97.41
2024-12-25,Mumbai,105.96,97.43
2024-12-26,Mumbai,105.97,97.43
2024-12-27,Mumbai,105.99,97.46
2024-12-28,Mumbai,106.01,97.47
2024-12-29,Mumbai,106.03,97.49
2024-12-30,Mumbai,106.06,97.52
2024-12-31,Mumbai,106.09,97.54
2025-01-01,Mumbai,106.11,97.56
2025-01-02,Mumbai,106.13,97.58
2025-01-03,Mumbai,106.14,97.59
2025-01-04,Mumbai,106.17,97.61
2025-01-05,Mumbai,106.18,97.62
2025-01-06,Mumbai,106.18,97.63
2025-01-07,Mumbai,106.19,97.64
2025-01-08,Mumbai,106.21,97.65
2025-01-09,Mumbai,106.22,97.66
2025-01-10,Mumbai,106.24,97.68
2025-01-11,Mumbai,106.25,97.69
2025-01-12,Mumbai,106.25,97.69
2025-01-13,Mumbai,106.27,97.71
2025-01-14,Mumbai,106.29,97.73
2025-01-15,Mumbai,106.3,97.74
2025-01-16,Mumbai,106.31,97.75
2025-01-17,Mumbai,106.33,97.76
2025-01-18,Mumbai,106.36,97.79
2025-01-19,Mumbai,106.37,97.8
2025-01-20,Mumbai,106.37,97.8
2025-01-21,Mumbai,106.38,97.81
2025-01-22,Mumbai,106.39,97.82
2025-01-23,Mumbai,106.39,97.82
2025-01-24,Mumbai,106.41,97.84
2025-01-25,Mumbai,106.42,97.84
2025-01-26,Mumbai,106.43,97.86
2025-01-27,Mumbai,106.45,97.87
2025-01-28,Mumbai,106.46,97.88
2025-01-29,Mumbai,106.48,97.9
2025-01-30,Mumbai,106.49,97.91
2025-01-31,Mumbai,106.5,97.92
2025-02-01,Mumbai,106.52,97.93
2025-02-02,Mumbai,106.53,97.95
2025-02-03,Mumbai,106.55,97.96
2025-02-04,Mumbai,106.55,97.97
2025-02-05,Mumbai,106.57,97.98
2025-02-06,Mumbai,106.59,98.0
2025-02-07,Mumbai,106.62,98.03
2025-02-08,Mumbai,106.63,98.04
2025-02-09,Mumbai,106.64,98.05
2025-02-10,Mumbai,106.65,98.06
2025-02-11,Mumbai,106.65,98.06
2025-02-12,Mumbai,106.67,98.07
2025-02-13,Mumbai,106.69,98.09
2025-02-14,Mumbai,106.69,98.1
2025-02-15,Mumbai,106.7,98.1
2025-02-16,Mumbai,106.7,98.11
2025-02-17,Mumbai,106.73,98.13
2025-02-18,Mumbai,106.74,98.14
2025-02-19,Mumbai,106.75,98.15
2025-02-20,Mumbai,106.76,98.16
2025-02-21,Mumbai,106.77,98.17
2025-02-22,Mumbai,106.78,98.18
2025-02-23,Mumbai,106.78,98.17
2025-02-24,Mumbai,106.79,98.19
2025-02-25,Mumbai,106.81,98.2
2025-02-26,Mumbai,106.8,98.2
2025-02-27,Mumbai,106.82,98.21
2025-02-28,Mumbai,106.83,98.22
2025-03-01,Mumbai,106.83,98.22
2025-03-02,Mumbai,106.84,98.23
2025-03-03,Mumbai,106.84,98.23
2025-03-04,Mumbai,106.85,98.25
2025-03-05,Mumbai,106.88,98.27
2025-03-06,Mumbai,106.88,98.27
2025-03-07,Mumbai,106.89,98.28
2025-03-08,Mumbai,106.92,98.3
2025-03-09,Mumbai,106.93,98.31
2025-03-10,Mumbai,106.94,98.32
2025-03-11,Mumbai,106.94,98.33
2025-03-12,Mumbai,106.96,98.34
2025-03-13,Mumbai,106.97,98.35
2025-03-14,Mumbai,106.99,98.37
2025-03-15,Mumbai,106.99,98.37
2025-03-16,Mumbai,107.01,98.39
2025-03-17,Mumbai,107.02,98.4
2025-03-18,Mumbai,107.04,98.42
2025-03-19,Mumbai,107.05,98.42
2025-03-20,Mumbai,107.05,98.43
2025-03-21,Mumbai,107.06,98.43
2025-03-22,Mumbai,107.06,98.44
2025-03-23,Mumbai,107.07,98.45
2025-03-24,Mumbai,107.09,98.46
2025-03-25,Mumbai,107.11,98.48
2025-03-26,Mumbai,107.13,98.5
2025-03-27,Mumbai,107.14,98.51
2025-03-28,Mumbai,107.15,98.51
2025-03-29,Mumbai,107.16,98.53
2025-03-30,Mumbai,107.19,98.55
2025-03-31,Mumbai,107.2,98.56
2025-04-01,Mumbai,107.21,98.57
2025-04-02,Mumbai,107.22,98.58
2025-04-03,Mumbai,107.23,98.59
2025-04-04,Mumbai,107.25,98.61
2025-04-05,Mumbai,107.24,98.6
2025-04-06,Mumbai,107.26,98.61
2025-04-07,Mumbai,107.26,98.62
2025-04-08,Mumbai,107.26,98.62
2025-04-09,Mumbai,107.28,98.63
2025-04-10,Mumbai,107.29,98.64
2025-04-11,Mumbai,107.3,98.66
2025-04-12,Mumbai,107.31,98.66
2025-04-13,Mumbai,107.33,98.69
2025-04-14,Mumbai,107.35,98.7
2025-04-15,Mumbai,107.36,98.71
2025-04-16,Mumbai,107.38,98.73
2025-04-17,Mumbai,107.4,98.75
2025-04-18,Mumbai,107.42,98.77
2025-04-19,Mumbai,107.44,98.79
2025-04-20,Mumbai,107.44,98.78
2025-04-21,Mumbai,107.47,98.81
2025-04-22,Mumbai,107.48,98.82
2025-04-23,Mumbai,107.49,98.83
2025-04-24,Mumbai,107.51,98.85
2025-04-25,Mumbai,107.52,98.86
2025-04-26,Mumbai,107.53,98.87
2025-04-27,Mumbai,107.55,98.89
2025-04-28,Mumbai,107.56,98.9
2025-04-29,Mumbai,107.58,98.91
2025-04-30,Mumbai,107.58,98.91
2025-05-01,Mumbai,107.59,98.92
2025-05-02,Mumbai,107.59,98.92
2025-05-03,Mumbai,107.61,98.94
2025-05-04,Mumbai,107.65,98.97
2025-05-05,Mumbai,107.66,98.99
2025-05-06,Mumbai,107.67,99.0
2025-05-07,Mumbai,107.69,99.01
2025-05-08,Mumbai,107.71,99.03
2025-05-09,Mumbai,107.73,99.05
2025-05-10,Mumbai,107.73,99.05
2025-05-11,Mumbai,107.75,99.07
2025-05-12,Mumbai,107.76,99.08
2025-05-13,Mumbai,107.78,99.1
2025-05-14,Mumbai,107.78,99.1
2025-05-15,Mumbai,107.78,99.1
2025-05-16,Mumbai,107.8,99.11
2025-05-17,Mumbai,107.8,99.11
2025-05-18,Mumbai,107.81,99.13
2025-05-19,Mumbai,107.83,99.14
2025-05-20,Mumbai,107.84,99.15
2025-05-21,Mumbai,107.86,99.17
2025-05-22,Mumbai,107.87,99.18
2025-05-23,Mumbai,107.89,99.2
2025-05-24,Mumbai,107.9,99.21
2025-05-25,Mumbai,107.91,99.22
2025-05-26,Mumbai,107.95,99.25
2025-05-27,Mumbai,107.97,99.27
2025-05-28,Mumbai,107.99,99.29
2025-05-29,Mumbai,108.0,99.3
2025-05-30,Mumbai,108.01,99.31
2025-05-31,Mumbai,108.03,99.32
2025-06-01,Mumbai,108.04,99.33
2025-06-02,Mumbai,108.06,99.35
2025-06-03,Mumbai,108.06,99.35
2025-06-04,Mumbai,108.06,99.35
2025-06-05,Mumbai,108.07,99.36
2025-06-06,Mumbai,108.08,99.38
2025-06-07,Mumbai,108.12,99.4
2025-06-08,Mumbai,108.14,99.42
2025-06-09,Mumbai,108.14,99.43
2025-06-10,Mumbai,108.15,99.44
2025-06-11,Mumbai,108.16,99.44
2025-06-12,Mumbai,108.17,99.45
2025-06-13,Mumbai,108.18,99.46
2025-06-14,Mumbai,108.18,99.46
2025-06-15,Mumbai,108.19,99.48
2025-06-16,Mumbai,108.21,99.49
2025-06-17,Mumbai,108.22,99.5
2025-06-18,Mumbai,108.24,99.51
2025-06-19,Mumbai,108.26,99.54
2025-06-20,Mumbai,108.28,99.55
2025-06-21,Mumbai,108.29,99.56
2025-06-22,Mumbai,108.31,99.58
2025-06-23,Mumbai,108.31,99.58
2025-06-24,Mumbai,108.33,99.6
2025-06-25,Mumbai,108.33,99.6
2025-06-26,Mumbai,108.34,99.61
2025-06-27,Mumbai,108.35,99.62
2025-06-28,Mumbai,108.38,99.65
2025-06-29,Mumbai,108.39,99.65
2025-06-30,Mumbai,108.41,99.67
2025-07-01,Mumbai,108.42,99.69
2025-07-02,Mumbai,108.43,99.69
2025-07-03,Mumbai,108.45,99.71
2025-07-04,Mumbai,108.45,99.71
2025-07-05,Mumbai,108.45,99.71
2025-07-06,Mumbai,108.46,99.72
2025-07-07,Mumbai,108.47,99.73
2025-07-08,Mumbai,108.49,99.74
2025-07-09,Mumbai,108.49,99.75
2025-07-10,Mumbai,108.52,99.77
2025-07-11,Mumbai,108.53,99.79
2025-07-12,Mumbai,108.54,99.79
2025-07-13,Mumbai,108.55,99.8
2025-07-14,Mumbai,108.56,99.81
2025-07-15,Mumbai,108.56,99.81
2025-07-16,Mumbai,108.56,99.81
2025-07-17,Mumbai,108.56,99.81
2025-07-18,Mumbai,108.58,99.83
2025-07-19,Mumbai,108.59,99.84
2025-07-20,Mumbai,108.61,99.86
2025-07-21,Mumbai,108.62,99.87
2025-07-22,Mumbai,108.61,99.86
2025-07-23,Mumbai,108.63,99.87
2025-07-24,Mumbai,108.62,99.87
2025-07-25,Mumbai,108.64,99.89
2025-07-26,Mumbai,108.66,99.9
2025-07-27,Mumbai,108.67,99.91
2025-07-28,Mumbai,108.69,99.93
2025-07-29,Mumbai,108.7,99.94
2025-07-30,Mumbai,108.72,99.96
2025-07-31,Mumbai,108.73,99.97
2025-08-01,Mumbai,108.74,99.98
2025-08-02,Mumbai,108.74,99.98
2025-08-03,Mumbai,108.76,100.0
2025-08-04,Mumbai,108.78,100.02
2025-08-05,Mumbai,108.8,100.04
2025-08-06,Mumbai,108.81,100.05
2025-08-07,Mumbai,108.83,100.06
2025-08-08,Mumbai,108.84,100.07
2025-08-09,Mumbai,108.86,100.09
2025-08-10,Mumbai,108.86,100.09
2025-08-11,Mumbai,108.88,100.11
2025-08-12,Mumbai,108.91,100.13
2025-08-13,Mumbai,108.93,100.15
2025-08-14,Mumbai,108.95,100.17
2025-08-15,Mumbai,108.96,100.18
2025-08-16,Mumbai,108.96,100.18
2025-08-17,Mumbai,108.98,100.2
2025-08-18,Mumbai,108.99,100.21
2025-08-19,Mumbai,109.01,100.22
2025-08-20,Mumbai,109.03,100.24
2025-08-21,Mumbai,109.04,100.25
2025-08-22,Mumbai,109.06,100.27
2025-08-23,Mumbai,109.08,100.29
2025-08-24,Mumbai,109.08,100.29
2025-08-25,Mumbai,109.1,100.31
2025-08-26,Mumbai,109.11,100.32
2025-08-27,Mumbai,109.13,100.34
2025-08-28,Mumbai,109.14,100.35
2025-08-29,Mumbai,109.16,100.36
2025-08-30,Mumbai,109.17,100.38
2025-08-31,Mumbai,109.17,100.37
2025-09-01,Mumbai,109.16,100.37
2025-09-02,Mumbai,109.18,100.38
2025-09-03,Mumbai,109.19,100.39
2025-09-04,Mumbai,109.21,100.41
2025-09-05,Mumbai,109.23,100.42
2025-09-06,Mumbai,109.23,100.43
2025-09-07,Mumbai,109.24,100.44
2025-09-08,Mumbai,109.25,100.45
2025-09-09,Mumbai,109.26,100.46
2025-09-10,Mumbai,109.27,100.47
2025-09-11,Mumbai,109.29,100.48
2025-09-12,Mumbai,109.29,100.48
2025-09-13,Mumbai,109.29,100.49
2025-09-14,Mumbai,109.29,100.49
2025-09-15,Mumbai,109.32,100.51
2025-09-16,Mumbai,109.33,100.52
2025-09-17,Mumbai,109.33,100.52
2025-09-18,Mumbai,109.34,100.53
2025-09-19,Mumbai,109.34,100.53
2025-09-20,Mumbai,109.35,100.54
2025-09-21,Mumbai,109.37,100.56
2025-09-22,Mumbai,109.39,100.57
2025-09-23,Mumbai,109.4,100.59
2025-09-24,Mumbai,109.41,100.59
2025-09-25,Mumbai,109.42,100.61
2025-09-26,Mumbai,109.44,100.63
2025-09-27,Mumbai,109.46,100.64
2025-09-28,Mumbai,109.47,100.65
2025-09-29,Mumbai,109.47,100.65
2025-09-30,Mumbai,109.49,100.67
2025-10-01,Mumbai,109.5,100.68
2025-10-02,Mumbai,109.52,100.7
2025-10-03,Mumbai,109.52,100.69
2025-10-04,Mumbai,109.53,100.7
2025-10-05,Mumbai,109.54,100.72
2025-10-06,Mumbai,109.56,100.73
2025-10-07,Mumbai,109.56,100.74
2025-10-08,Mumbai,109.58,100.75
2025-10-09,Mumbai,109.6,100.77
2025-10-10,Mumbai,109.61,100.78
2025-10-11,Mumbai,109.62,100.79
2025-10-12,Mumbai,109.63,100.8
2025-10-13,Mumbai,109.64,100.81
2025-10-14,Mumbai,109.65,100.82
2025-10-15,Mumbai,109.66,100.83
2025-10-16,Mumbai,109.66,100.82
2025-10-17,Mumbai,109.68,100.85
2025-10-18,Mumbai,109.68,100.85
2025-10-19,Mumbai,109.69,100.86
2025-10-20,Mumbai,109.7,100.86
2025-10-21,Mumbai,109.71,100.87
2025-10-22,Mumbai,109.71,100.87
2025-10-23,Mumbai,109.73,100.89
2025-10-24,Mumbai,109.73,100.89
2025-10-25,Mumbai,109.73,100.89
2025-10-26,Mumbai,109.75,100.91
2025-10-27,Mumbai,109.77,100.93
2025-10-28,Mumbai,109.79,100.94
2025-10-29,Mumbai,109.8,100.96
2025-10-30,Mumbai,109.81,100.96
2025-10-31,Mumbai,109.82,100.97
2025-11-01,Mumbai,109.83,100.99
2025-11-02,Mumbai,109.84,100.99
2025-11-03,Mumbai,109.86,101.01
2025-11-04,Mumbai,109.87,101.02
2025-11-05,Mumbai,109.89,101.04
2025-11-06,Mumbai,109.9,101.04
2025-11-07,Mumbai,109.91,101.05
2025-11-08,Mumbai,109.92,101.07
2025-11-09,Mumbai,109.94,101.08
2025-11-10,Mumbai,109.95,101.09
2025-11-11,Mumbai,109.96,101.1
2025-11-12,Mumbai,109.96,101.11
2025-11-13,Mumbai,109.98,101.12
2025-11-14,Mumbai,109.98,101.12
2025-11-15,Mumbai,110.0,101.13
2025-11-16,Mumbai,110.01,101.15
2025-11-17,Mumbai,110.02,101.16
2025-11-18,Mumbai,110.03,101.17
2025-11-19,Mumbai,110.05,101.18
2025-11-20,Mumbai,110.06,101.19
2025-11-21,Mumbai,110.09,101.22
2025-11-22,Mumbai,110.1,101.23
2025-11-23,Mumbai,110.1,101.23
2025-11-24,Mumbai,110.12,101.25
2025-11-25,Mumbai,110.13,101.26
2025-11-26,Mumbai,110.14,101.27
2025-11-27,Mumbai,110.15,101.28
2025-11-28,Mumbai,110.16,101.29
2025-11-29,Mumbai,110.18,101.3
2025-11-30,Mumbai,110.19,101.32
2025-12-01,Mumbai,110.21,101.33
2025-12-02,Mumbai,110.22,101.34
2025-12-03,Mumbai,110.22,101.34
2025-12-04,Mumbai,110.23,101.35
2025-12-05,Mumbai,110.24,101.36
2025-12-06,Mumbai,110.26,101.38
2025-12-07,Mumbai,110.29,101.4
2025-12-08,Mumbai,110.29,101.4
2025-12-09,Mumbai,110.3,101.42
2025-12-10,Mumbai,110.31,101.43
2025-12-11,Mumbai,110.32,101.43
2025-12-12,Mumbai,110.34,101.45
2025-12-13,Mumbai,110.35,101.46
2025-12-14,Mumbai,110.36,101.47
2025-12-15,Mumbai,110.37,101.47
2025-12-16,Mumbai,110.38,101.49
2025-12-17,Mumbai,110.4,101.51
2025-12-18,Mumbai,110.43,101.53
2025-12-19,Mumbai,110.43,101.54
2025-12-20,Mumbai,110.44,101.54
2025-12-21,Mumbai,110.45,101.55
2025-12-22,Mumbai,110.46,101.56
2025-12-23,Mumbai,110.48,101.58
2025-12-24,Mumbai,110.48,101.58
2025-12-25,Mumbai,110.5,101.59
2025-12-26,Mumbai,110.5,101.6
2025-12-27,Mumbai,110.51,101.6
2025-12-28,Mumbai,110.52,101.62
2025-12-29,Mumbai,110.55,101.64
2025-12-30,Mumbai,110.55,101.65
2025-12-31,Mumbai,110.57,101.66
2026-01-01,Mumbai,110.57,101.66
2026-01-02,Mumbai,110.57,101.66
2026-01-03,Mumbai,110.57,101.67
2026-01-04,Mumbai,110.58,101.68
2026-01-05,Mumbai,110.6,101.69
2026-01-06,Mumbai,110.62,101.71
2026-01-07,Mumbai,110.62,101.71
2026-01-08,Mumbai,110.63,101.72
2026-01-09,Mumbai,110.64,101.72
2026-01-10,Mumbai,110.66,101.75
2026-01-11,Mumbai,110.68,101.76
2026-01-12,Mumbai,110.69,101.77
2026-01-13,Mumbai,110.7,101.79
2026-01-14,Mumbai,110.72,101.8
2026-01-15,Mumbai,110.73,101.81
2026-01-16,Mumbai,110.74,101.81
