listing_date,model_name,city,mileage_kmpl,age_years,kms_driven,owner,price_inr_thousands,fuel_pct_change_1yr
2026-01-11,TVS Jupiter,Delhi,52,4.9,28203,3rd Owner,30.6,4.57
2025-08-03,Royal Enfield Classic 350,Bengaluru,35,1.2,8154,1st Owner,156.9,4.61
2023-02-01,Bajaj Pulsar 150,Bengaluru,45,3.4,24153,1st Owner,65.5,0.6
2022-04-18,Yamaha FZ-S,Mumbai,42,1.5,11576,2nd Owner,83.7,7.46
2024-02-04,Hero Splendor Plus,Mumbai,65,1.5,10937,2nd Owner,56.2,9.39
2026-05-10,Suzuki Access 125,Mumbai,50,0.7,6014,1st Owner,73.8,4.17
2026-01-27,Bajaj Platina,Bengaluru,62,2.0,18074,2nd Owner,48.0,4.39
2023-04-16,Hero Splendor Plus,Delhi,65,4.5,29310,1st Owner,37.0,-1.53
2025-04-02,Hero Splendor Plus,Mumbai,65,0.6,4755,3rd Owner,61.8,4.65
2025-09-25,TVS Jupiter,Delhi,52,2.4,14130,1st Owner,55.7,4.73
2026-04-17,Royal Enfield Classic 350,Mumbai,35,1.9,12832,3rd Owner,123.3,4.24
2025-06-16,Honda Activa 6G,Mumbai,55,7.0,36444,3rd Owner,24.6,4.58
2026-02-15,Hero HF Deluxe,Mumbai,68,6.2,53510,1st Owner,21.1,4.2
2024-12-08,Hero HF Deluxe,Mumbai,68,1.3,6878,3rd Owner,46.5,4.6
2022-08-30,Hero HF Deluxe,Delhi,68,1.9,7549,1st Owner,54.5,11.43
2023-07-14,KTM Duke 200,Delhi,32,1.6,13030,2nd Owner,129.8,-5.5
2023-07-27,Hero Splendor Plus,Mumbai,65,5.9,32409,1st Owner,29.6,-5.23
2023-02-03,Suzuki Access 125,Mumbai,50,2.3,15651,3rd Owner,49.7,0.59
2023-08-16,Honda Activa 6G,Bengaluru,55,7.0,54924,2nd Owner,21.5,-0.78
2026-06-30,KTM Duke 200,Delhi,32,1.9,15722,1st Owner,138.0,4.36
2023-01-29,Suzuki Access 125,Mumbai,50,5.1,33874,1st Owner,38.2,0.61
2025-01-22,Honda Activa 6G,Mumbai,55,1.3,9716,2nd Owner,60.5,4.69
2022-01-23,Honda Activa 6G,Delhi,55,2.0,16688,2nd Owner,52.0,0.0
2023-10-21,Royal Enfield Classic 350,Mumbai,35,3.2,22594,2nd Owner,106.0,1.46
2023-09-10,Bajaj Platina,Delhi,62,3.4,23713,3rd Owner,35.4,-0.28
2025-01-09,Suzuki Access 125,Delhi,50,5.7,40986,3rd Owner,28.3,4.96
2024-08-04,Honda Activa 6G,Bengaluru,55,7.5,41681,3rd Owner,20.9,5.09
2024-09-14,Bajaj Pulsar 150,Delhi,45,4.1,32207,2nd Owner,48.0,5.16
2024-07-12,Bajaj Platina,Bengaluru,62,0.6,4998,2nd Owner,64.3,9.61
2022-09-13,Hero Splendor Plus,Mumbai,65,5.3,38352,1st Owner,31.9,10.41
2022-08-15,Bajaj Platina,Mumbai,62,2.0,9347,2nd Owner,51.6,11.05
2023-09-26,Honda Activa 6G,Bengaluru,55,4.7,41934,2nd Owner,30.7,0.05
2023-04-15,Bajaj Platina,Mumbai,62,3.9,28650,1st Owner,39.1,-1.39
2024-10-07,Royal Enfield Classic 350,Bengaluru,35,4.2,23328,1st Owner,107.2,4.85
2022-05-10,Hero Splendor Plus,Mumbai,65,4.4,27453,1st Owner,39.9,8.51
2025-03-14,Yamaha FZ-S,Delhi,42,8.0,65392,2nd Owner,26.3,4.99
2023-06-13,Honda Activa 6G,Bengaluru,55,3.6,27981,2nd Owner,41.1,-4.03
2024-02-03,Honda Activa 6G,Bengaluru,55,2.4,17236,1st Owner,57.5,9.64
2022-05-24,KTM Duke 200,Mumbai,32,0.6,5365,3rd Owner,142.4,9.07
2025-09-14,Bajaj Platina,Delhi,62,6.3,27476,1st Owner,28.8,4.74
2025-07-31,Bajaj Platina,Bengaluru,62,3.0,13421,1st Owner,47.0,4.61
2023-08-12,Honda Activa 6G,Delhi,55,6.9,45273,1st Owner,26.5,-0.94
2022-06-02,Royal Enfield Classic 350,Delhi,35,1.2,7869,1st Owner,162.6,10.19
2024-07-10,Bajaj Platina,Delhi,62,7.5,36721,3rd Owner,20.4,10.04
2023-03-09,Hero Splendor Plus,Delhi,65,1.3,8418,3rd Owner,50.5,0.31
2024-10-07,Honda Activa 6G,Delhi,55,3.1,14850,2nd Owner,45.0,5.05
2024-01-18,Bajaj Platina,Bengaluru,62,3.8,29578,2nd Owner,36.4,9.74
2025-11-11,Honda Activa 6G,Delhi,55,0.7,4554,2nd Owner,68.1,4.69
2023-03-25,Hero HF Deluxe,Mumbai,68,6.1,49047,1st Owner,23.0,-0.46
2025-09-03,Royal Enfield Classic 350,Mumbai,35,3.9,27258,1st Owner,106.9,4.47
2025-01-23,Hero Splendor Plus,Bengaluru,65,4.2,20509,1st Owner,40.0,4.78
2023-10-28,Hero Splendor Plus,Bengaluru,65,1.9,15860,2nd Owner,48.5,2.19
2026-04-04,Hero Splendor Plus,Bengaluru,65,1.9,13246,1st Owner,54.5,4.26
2026-03-13,Hero Splendor Plus,Delhi,65,3.9,30686,3rd Owner,34.9,4.44
2023-12-01,TVS Jupiter,Delhi,52,4.8,22553,1st Owner,39.4,5.7
2022-07-17,KTM Duke 200,Bengaluru,32,3.8,27450,1st Owner,102.8,11.96
2022-03-30,Bajaj Platina,Delhi,62,3.2,14838,1st Owner,44.0,7.08
2026-01-02,Royal Enfield Classic 350,Delhi,35,5.0,41517,2nd Owner,74.7,4.6
2025-01-22,Bajaj Pulsar 150,Delhi,45,5.9,47852,1st Owner,38.1,4.98
2025-06-24,KTM Duke 200,Bengaluru,32,2.7,15178,3rd Owner,103.0,4.72
2025-12-19,Suzuki Access 125,Mumbai,50,6.3,43788,1st Owner,31.0,4.4
2024-11-04,Hero HF Deluxe,Mumbai,68,7.6,50199,1st Owner,18.2,4.69
2024-11-27,Hero HF Deluxe,Delhi,68,6.7,52801,3rd Owner,17.9,4.9
2023-06-11,TVS Jupiter,Bengaluru,52,6.2,39162,3rd Owner,24.1,-3.93
2023-11-07,Suzuki Access 125,Mumbai,50,3.0,22253,1st Owner,53.0,3.09
2026-04-27,Bajaj Platina,Delhi,62,7.9,52108,3rd Owner,16.9,4.47
2022-07-06,Bajaj Pulsar 150,Bengaluru,45,7.6,42269,1st Owner,33.1,11.39
2025-03-15,TVS Jupiter,Mumbai,52,6.4,44207,1st Owner,27.7,4.71
2022-09-21,Hero HF Deluxe,Delhi,68,3.9,17498,1st Owner,39.9,10.98
2023-03-11,Yamaha FZ-S,Delhi,42,0.6,3239,1st Owner,102.8,0.18
2025-08-24,Hero Splendor Plus,Mumbai,65,2.6,16927,2nd Owner,46.8,4.52
2023-09-30,Hero Splendor Plus,Mumbai,65,6.7,48243,3rd Owner,19.5,0.14
2024-11-13,Honda Activa 6G,Mumbai,55,5.2,39080,1st Owner,35.7,4.66
2024-02-09,TVS Jupiter,Bengaluru,52,3.8,24624,1st Owner,41.8,9.62
2022-10-29,Royal Enfield Classic 350,Bengaluru,35,6.2,30087,2nd Owner,72.9,8.01
2024-02-25,Suzuki Access 125,Delhi,50,1.7,11854,1st Owner,64.4,10.08
2024-01-17,Honda Activa 6G,Delhi,55,7.7,49467,1st Owner,23.5,10.21
2023-12-28,Bajaj Pulsar 150,Delhi,45,6.1,33000,1st Owner,44.2,10.23
2024-11-01,Yamaha FZ-S,Mumbai,42,7.5,48154,3rd Owner,27.7,4.72
2024-11-27,Suzuki Access 125,Bengaluru,50,7.2,51542,1st Owner,25.9,4.71
2023-02-21,Hero HF Deluxe,Mumbai,68,6.9,58518,1st Owner,18.3,0.6
2025-02-03,TVS Jupiter,Delhi,52,2.5,11681,2nd Owner,49.6,5.01
2022-12-06,Hero Splendor Plus,Mumbai,65,4.8,26502,1st Owner,35.1,4.16
2023-08-09,Hero HF Deluxe,Mumbai,68,0.8,5681,2nd Owner,51.8,-0.93
2025-04-02,Bajaj Pulsar 150,Mumbai,45,3.5,29154,2nd Owner,57.5,4.65
2026-06-24,Hero Splendor Plus,Delhi,65,1.1,9567,3rd Owner,56.7,4.36
2023-11-14,Bajaj Pulsar 150,Mumbai,45,1.4,11858,3rd Owner,70.7,3.76
2024-11-17,Royal Enfield Classic 350,Mumbai,35,6.9,54645,1st Owner,58.4,4.65
2022-11-14,Hero HF Deluxe,Bengaluru,68,6.0,46705,2nd Owner,21.7,6.37
2023-12-17,Suzuki Access 125,Delhi,50,5.9,33886,1st Owner,32.9,10.25
2022-12-13,Bajaj Platina,Mumbai,62,4.0,18907,2nd Owner,38.3,3.96
2026-05-01,Hero Splendor Plus,Delhi,65,2.5,11621,2nd Owner,48.7,4.47
2025-12-10,Yamaha FZ-S,Delhi,42,1.2,10080,2nd Owner,82.9,4.65
2023-08-15,Suzuki Access 125,Bengaluru,50,5.8,41096,2nd Owner,29.9,-0.79
2025-04-12,KTM Duke 200,Delhi,32,7.9,67238,2nd Owner,44.0,4.88
2022-04-09,Yamaha FZ-S,Delhi,42,0.7,3699,2nd Owner,97.8,7.57
2025-05-07,Hero Splendor Plus,Bengaluru,65,7.4,40463,2nd Owner,21.3,4.72
2023-07-19,Bajaj Pulsar 150,Mumbai,45,1.7,8490,1st Owner,82.8,-5.33
2023-10-16,KTM Duke 200,Mumbai,32,2.1,8634,2nd Owner,125.3,1.03
2026-01-05,Bajaj Platina,Delhi,62,6.4,45773,1st Owner,24.8,4.6
2026-04-30,Yamaha FZ-S,Bengaluru,42,6.6,33710,2nd Owner,37.5,4.3
2024-08-14,KTM Duke 200,Delhi,32,7.7,49018,3rd Owner,45.5,5.23
2025-04-25,Honda Activa 6G,Mumbai,55,3.7,24676,2nd Owner,41.4,4.62
2023-07-25,Suzuki Access 125,Delhi,50,5.1,36544,1st Owner,34.8,-5.58
2025-11-21,Honda Activa 6G,Delhi,55,3.0,18707,1st Owner,49.7,4.67
2023-01-20,Hero Splendor Plus,Mumbai,65,5.7,42243,2nd Owner,26.3,0.57
2022-08-19,Hero Splendor Plus,Delhi,65,4.9,30692,1st Owner,36.7,11.73
2022-05-04,Honda Activa 6G,Delhi,55,7.4,55428,1st Owner,24.1,8.81
2024-12-15,Bajaj Platina,Delhi,62,1.7,13320,3rd Owner,47.0,4.81
2023-03-19,Hero HF Deluxe,Mumbai,68,1.5,8541,2nd Owner,45.5,-0.17
2025-03-03,Suzuki Access 125,Mumbai,50,1.4,5917,1st Owner,65.6,4.72
2022-11-07,KTM Duke 200,Mumbai,32,6.4,43958,1st Owner,66.3,6.93
2024-01-31,TVS Jupiter,Delhi,52,1.5,6832,1st Owner,64.2,10.07
2022-04-16,Honda Activa 6G,Bengaluru,55,5.0,30809,2nd Owner,32.8,7.55
2024-04-02,Bajaj Pulsar 150,Delhi,45,4.0,19080,1st Owner,60.9,10.12
2024-06-03,Bajaj Pulsar 150,Mumbai,45,0.8,3902,3rd Owner,82.4,9.39
2022-12-17,Royal Enfield Classic 350,Bengaluru,35,3.2,27880,2nd Owner,104.6,0.59
2022-12-26,Honda Activa 6G,Bengaluru,55,7.0,37624,1st Owner,25.3,0.61
2026-04-19,Suzuki Access 125,Mumbai,50,4.4,29308,1st Owner,42.6,4.23
2022-09-20,Hero HF Deluxe,Mumbai,68,5.2,27999,1st Owner,31.4,10.27
2023-06-17,Suzuki Access 125,Bengaluru,50,4.9,25822,2nd Owner,35.3,-4.16
2025-10-21,KTM Duke 200,Mumbai,32,4.0,25464,2nd Owner,90.4,4.46
2024-02-16,TVS Jupiter,Bengaluru,52,5.7,40494,1st Owner,31.5,9.7
2026-02-02,Honda Activa 6G,Bengaluru,55,3.1,21082,2nd Owner,46.5,4.39
2023-02-23,TVS Jupiter,Delhi,52,1.5,9143,3rd Owner,52.2,0.63
2023-10-12,Suzuki Access 125,Delhi,50,3.7,25327,1st Owner,47.4,0.75
2026-06-05,Suzuki Access 125,Bengaluru,50,4.8,28096,3rd Owner,34.0,4.22
2025-02-07,Hero Splendor Plus,Delhi,65,6.1,37017,2nd Owner,26.7,5.03
2023-12-19,Hero HF Deluxe,Delhi,68,3.2,24184,2nd Owner,38.5,10.23
2025-09-16,TVS Jupiter,Bengaluru,52,7.3,43034,3rd Owner,21.1,4.54
2023-03-17,Hero Splendor Plus,Mumbai,65,3.0,16376,3rd Owner,41.1,-0.09
2022-06-15,Honda Activa 6G,Bengaluru,55,3.8,24753,1st Owner,44.3,10.37
2023-03-03,Honda Activa 6G,Mumbai,55,5.3,34148,2nd Owner,31.4,0.51
2023-10-13,Bajaj Platina,Delhi,62,2.5,19902,3rd Owner,38.9,0.86
2023-07-23,Suzuki Access 125,Delhi,50,7.0,34577,1st Owner,29.8,-5.62
2024-11-29,Honda Activa 6G,Delhi,55,1.4,9323,1st Owner,67.1,4.9
2023-09-08,Bajaj Pulsar 150,Delhi,45,4.7,31265,2nd Owner,44.8,-0.3
2022-05-28,Yamaha FZ-S,Delhi,42,4.8,20050,1st Owner,55.6,9.93
2025-07-01,Yamaha FZ-S,Bengaluru,42,4.5,24986,1st Owner,58.9,4.67
2023-10-05,Bajaj Platina,Mumbai,62,5.6,36648,1st Owner,27.6,0.24
2023-09-27,Honda Activa 6G,Delhi,55,4.9,27582,2nd Owner,33.7,0.06
2023-01-07,TVS Jupiter,Bengaluru,52,3.1,25642,1st Owner,44.1,0.57
2025-03-18,Royal Enfield Classic 350,Bengaluru,35,4.6,28929,1st Owner,97.2,4.82
2026-02-16,Hero Splendor Plus,Mumbai,65,3.1,21250,3rd Owner,37.6,4.18
2022-08-14,Honda Activa 6G,Bengaluru,55,3.4,21720,3rd Owner,43.7,11.34
2026-03-14,TVS Jupiter,Mumbai,52,5.9,31165,1st Owner,29.5,4.2
2025-01-13,TVS Jupiter,Bengaluru,52,7.8,37530,1st Owner,23.1,4.76
2022-03-01,KTM Duke 200,Mumbai,32,3.7,17978,2nd Owner,101.0,5.24
2024-05-20,Bajaj Platina,Mumbai,62,5.2,24539,1st Owner,34.0,9.41
2022-02-01,Yamaha FZ-S,Delhi,42,5.7,43431,2nd Owner,41.2,0.0
2025-09-07,Hero Splendor Plus,Mumbai,65,1.6,7060,1st Owner,58.1,4.44
2022-11-29,Honda Activa 6G,Delhi,55,7.5,41059,1st Owner,25.5,5.16
2025-12-08,TVS Jupiter,Mumbai,52,3.3,16593,2nd Owner,44.9,4.41
2024-12-13,TVS Jupiter,Bengaluru,52,4.0,23510,2nd Owner,38.6,4.65
2022-09-09,TVS Jupiter,Bengaluru,52,7.7,46523,1st Owner,23.0,10.76
2025-12-28,Honda Activa 6G,Bengaluru,55,5.5,23066,1st Owner,36.5,4.43
2026-01-28,Hero HF Deluxe,Bengaluru,68,7.0,46013,1st Owner,20.0,4.39
2026-01-14,Yamaha FZ-S,Bengaluru,42,3.5,29019,1st Owner,63.8,4.41
2024-07-05,Yamaha FZ-S,Delhi,42,6.3,32862,2nd Owner,39.3,10.0
2023-04-28,Hero HF Deluxe,Delhi,68,1.6,10666,1st Owner,52.7,-2.09
2025-04-26,Hero HF Deluxe,Mumbai,68,2.2,18636,1st Owner,45.4,4.62
2024-08-04,Suzuki Access 125,Bengaluru,50,1.0,7072,1st Owner,73.0,5.09
2025-12-11,KTM Duke 200,Delhi,32,5.4,33830,2nd Owner,71.1,4.65
2025-04-03,Suzuki Access 125,Delhi,50,2.3,17928,3rd Owner,49.0,4.96
2026-04-10,Bajaj Platina,Mumbai,62,7.5,36791,1st Owner,23.2,4.21
2023-03-01,Yamaha FZ-S,Bengaluru,42,6.5,44508,1st Owner,37.3,0.58
2023-09-24,Hero HF Deluxe,Bengaluru,68,5.2,40342,1st Owner,27.2,0.02
2024-09-11,TVS Jupiter,Bengaluru,52,4.2,17865,2nd Owner,37.2,4.99
2025-08-02,Hero HF Deluxe,Bengaluru,68,6.4,35895,1st Owner,24.0,4.6
2023-04-26,Royal Enfield Classic 350,Mumbai,35,2.8,20762,2nd Owner,111.2,-1.85
2025-12-17,Yamaha FZ-S,Bengaluru,42,1.5,12865,3rd Owner,75.2,4.48
2025-01-22,Royal Enfield Classic 350,Mumbai,35,5.4,44741,1st Owner,78.9,4.69
2023-04-07,Honda Activa 6G,Bengaluru,55,6.5,27953,1st Owner,29.3,-1.09
2023-12-08,Suzuki Access 125,Mumbai,50,1.2,7412,3rd Owner,60.0,5.88
2022-03-24,Honda Activa 6G,Bengaluru,55,5.0,44234,1st Owner,34.4,6.5
2023-05-11,Royal Enfield Classic 350,Mumbai,35,6.1,24807,1st Owner,78.8,-2.54
2022-12-20,Hero Splendor Plus,Delhi,65,5.5,49313,3rd Owner,22.7,0.62
2023-04-19,Hero Splendor Plus,Delhi,65,5.8,44945,1st Owner,26.3,-1.65
2024-10-02,Bajaj Platina,Delhi,62,6.1,50042,1st Owner,24.5,5.08
2022-09-26,KTM Duke 200,Bengaluru,32,5.6,34724,2nd Owner,73.5,10.4
2024-10-06,Bajaj Platina,Mumbai,62,7.4,37207,2nd Owner,22.6,4.74
2026-04-11,Suzuki Access 125,Mumbai,50,5.2,39444,1st Owner,34.2,4.19
2025-01-19,Suzuki Access 125,Delhi,50,7.1,53020,1st Owner,26.3,4.95
2026-06-30,Yamaha FZ-S,Bengaluru,42,5.3,39651,1st Owner,46.8,4.2
2025-03-02,Hero HF Deluxe,Mumbai,68,1.6,10489,2nd Owner,47.6,4.72
2025-01-25,Hero Splendor Plus,Mumbai,65,7.0,38686,2nd Owner,24.1,4.65
2025-11-25,Royal Enfield Classic 350,Delhi,35,2.6,12905,1st Owner,137.2,4.69
2023-10-27,Hero Splendor Plus,Delhi,65,6.7,48937,1st Owner,24.4,2.15
2026-04-04,Royal Enfield Classic 350,Bengaluru,35,2.0,10137,1st Owner,142.7,4.26
2025-12-05,Royal Enfield Classic 350,Mumbai,35,2.2,19707,2nd Owner,126.2,4.42
2023-03-16,Yamaha FZ-S,Delhi,42,7.8,58427,2nd Owner,27.8,-0.02
2022-11-18,Hero HF Deluxe,Bengaluru,68,2.7,19851,2nd Owner,41.2,5.99
2024-11-27,TVS Jupiter,Bengaluru,52,4.7,32561,1st Owner,36.0,4.71
2023-08-13,KTM Duke 200,Delhi,32,1.3,11762,1st Owner,143.9,-0.9
2022-07-11,TVS Jupiter,Bengaluru,52,4.1,22251,1st Owner,39.8,11.65
2022-01-01,Suzuki Access 125,Bengaluru,50,7.1,37937,2nd Owner,24.5,0.0
2023-07-19,Suzuki Access 125,Bengaluru,50,0.9,7975,1st Owner,75.8,-5.45
2025-02-26,KTM Duke 200,Mumbai,32,2.8,17685,1st Owner,116.7,4.73
2026-03-22,Hero HF Deluxe,Bengaluru,68,7.0,40307,3rd Owner,18.7,4.24
2024-01-31,Yamaha FZ-S,Mumbai,42,1.3,9527,3rd Owner,81.6,9.43
2026-05-13,Honda Activa 6G,Mumbai,55,7.7,54616,1st Owner,23.3,4.18
2022-06-16,TVS Jupiter,Mumbai,52,1.4,7507,1st Owner,63.0,10.17
2025-11-21,TVS Jupiter,Mumbai,52,7.3,38285,1st Owner,25.8,4.41
2023-04-18,Royal Enfield Classic 350,Mumbai,35,6.1,38426,1st Owner,75.6,-1.51
2024-09-19,Bajaj Platina,Mumbai,62,2.7,22618,2nd Owner,42.6,4.83
2023-04-13,Royal Enfield Classic 350,Bengaluru,35,1.3,6466,2nd Owner,153.2,-1.35
2025-05-22,Bajaj Pulsar 150,Mumbai,45,5.6,29598,2nd Owner,41.4,4.59
2024-02-09,Hero Splendor Plus,Bengaluru,65,7.2,62276,1st Owner,22.3,9.62
2026-04-15,Suzuki Access 125,Delhi,50,2.8,16410,2nd Owner,47.9,4.49
2025-02-13,Hero HF Deluxe,Delhi,68,5.7,48381,1st Owner,25.4,5.01
2022-09-13,Royal Enfield Classic 350,Mumbai,35,3.7,15935,2nd Owner,108.3,10.41
2025-04-23,Hero Splendor Plus,Mumbai,65,6.4,36851,3rd Owner,24.1,4.64
2024-11-20,Bajaj Platina,Bengaluru,62,2.8,13743,1st Owner,49.9,4.75
2026-03-30,Honda Activa 6G,Delhi,55,2.1,15165,1st Owner,57.5,4.4
2023-09-04,Bajaj Platina,Mumbai,62,6.3,33407,1st Owner,25.4,-0.37
2023-05-26,Hero HF Deluxe,Bengaluru,68,3.3,28529,1st Owner,38.1,-3.27
2025-02-13,Hero Splendor Plus,Delhi,65,4.4,25817,3rd Owner,34.2,5.01
2024-05-15,TVS Jupiter,Delhi,52,1.9,16650,1st Owner,57.0,10.04
2026-03-04,Yamaha FZ-S,Bengaluru,42,6.1,49752,2nd Owner,37.6,4.23
2022-06-22,Suzuki Access 125,Bengaluru,50,0.7,3202,2nd Owner,67.0,10.69
2023-11-16,Yamaha FZ-S,Bengaluru,42,0.6,4861,1st Owner,99.1,4.03
2023-10-26,Royal Enfield Classic 350,Mumbai,35,1.5,10940,2nd Owner,143.0,1.94
2025-11-29,KTM Duke 200,Mumbai,32,4.5,30924,1st Owner,88.8,4.44
2023-01-26,Honda Activa 6G,Bengaluru,55,2.8,21408,1st Owner,49.9,0.63
2024-08-14,Suzuki Access 125,Bengaluru,50,6.5,38727,2nd Owner,27.3,5.03
2026-02-26,Honda Activa 6G,Delhi,55,7.8,58614,1st Owner,21.8,4.42
2025-08-12,Royal Enfield Classic 350,Bengaluru,35,1.2,5981,1st Owner,167.2,4.64
2024-02-12,KTM Duke 200,Mumbai,32,1.3,7123,1st Owner,163.1,9.41
2025-05-17,TVS Jupiter,Mumbai,52,4.3,38674,1st Owner,37.7,4.62
2026-01-25,KTM Duke 200,Bengaluru,32,6.8,47214,1st Owner,59.8,4.38
2022-09-27,Royal Enfield Classic 350,Delhi,35,2.1,17154,2nd Owner,134.2,10.85
2026-05-23,Hero Splendor Plus,Mumbai,65,4.8,29460,1st Owner,34.1,4.2
2024-11-18,Yamaha FZ-S,Mumbai,42,3.4,25901,1st Owner,65.6,4.65
2025-10-18,Yamaha FZ-S,Mumbai,42,0.5,2807,2nd Owner,98.9,4.47
2024-01-06,Yamaha FZ-S,Mumbai,42,6.6,40948,1st Owner,40.9,9.55
2023-12-24,Bajaj Platina,Mumbai,62,0.5,3277,2nd Owner,65.3,9.59
2024-01-31,Honda Activa 6G,Mumbai,55,3.7,15735,1st Owner,51.0,9.43
2025-05-10,Suzuki Access 125,Delhi,50,7.7,61706,1st Owner,22.3,4.91
2025-03-06,Royal Enfield Classic 350,Bengaluru,35,1.4,10735,2nd Owner,151.8,4.83
2024-01-11,Hero HF Deluxe,Delhi,68,3.6,31460,1st Owner,38.1,10.17
2022-11-23,TVS Jupiter,Mumbai,52,1.3,7238,1st Owner,61.1,5.39
2024-10-19,Royal Enfield Classic 350,Mumbai,35,3.7,18073,2nd Owner,104.3,4.77
2023-12-14,KTM Duke 200,Delhi,32,5.4,23836,1st Owner,85.1,6.44
2022-12-14,Suzuki Access 125,Delhi,50,4.8,40394,1st Owner,38.5,4.22
2022-08-10,Yamaha FZ-S,Delhi,42,6.1,25628,2nd Owner,43.0,11.97
2025-12-26,Hero Splendor Plus,Bengaluru,65,3.8,17996,2nd Owner,39.2,4.45
2025-01-24,Bajaj Platina,Delhi,62,5.0,31985,1st Owner,31.8,4.95
2023-09-14,Hero Splendor Plus,Bengaluru,65,6.6,55517,1st Owner,24.4,-0.19
2025-01-20,Hero HF Deluxe,Mumbai,68,3.0,26291,1st Owner,40.0,4.67
2026-03-22,Yamaha FZ-S,Mumbai,42,3.1,25196,3rd Owner,59.4,4.16
2023-08-07,Honda Activa 6G,Bengaluru,55,2.2,17033,2nd Owner,51.7,-1.0
2026-04-14,Hero Splendor Plus,Bengaluru,65,6.7,38233,2nd Owner,24.2,4.31
2022-04-30,Royal Enfield Classic 350,Delhi,35,7.6,62484,1st Owner,50.9,8.59
2025-12-05,Hero Splendor Plus,Delhi,65,7.3,59601,1st Owner,22.2,4.68
2026-05-08,Honda Activa 6G,Mumbai,55,6.5,41646,1st Owner,27.6,4.2
2024-10-20,Suzuki Access 125,Delhi,50,7.7,64809,1st Owner,22.4,5.07
2023-06-28,Hero HF Deluxe,Bengaluru,68,4.1,36561,1st Owner,30.9,-4.61
2023-09-18,Bajaj Platina,Mumbai,62,7.4,49645,3rd Owner,17.8,-0.07
2025-04-01,Honda Activa 6G,Mumbai,55,3.9,34432,2nd Owner,39.2,4.67
2022-01-17,KTM Duke 200,Bengaluru,32,6.6,27804,3rd Owner,59.4,0.0
2022-10-02,Royal Enfield Classic 350,Bengaluru,35,0.8,3538,1st Owner,171.7,10.27
2024-08-20,Yamaha FZ-S,Delhi,42,7.7,40670,1st Owner,33.7,5.27
2026-01-10,KTM Duke 200,Delhi,32,1.4,6488,1st Owner,153.3,4.56
2024-09-14,Hero Splendor Plus,Mumbai,65,6.4,37189,1st Owner,26.8,4.86
2022-09-27,Hero HF Deluxe,Delhi,68,7.3,58684,1st Owner,18.6,10.85
2024-11-25,Honda Activa 6G,Mumbai,55,0.9,7308,1st Owner,68.3,4.65
2026-03-17,Royal Enfield Classic 350,Mumbai,35,4.4,36121,1st Owner,88.7,4.16
2022-09-22,Bajaj Pulsar 150,Delhi,45,4.4,31104,2nd Owner,47.7,10.95
2025-10-01,Hero HF Deluxe,Delhi,68,6.1,28110,2nd Owner,23.3,4.76
2025-02-05,Bajaj Pulsar 150,Delhi,45,7.0,36376,1st Owner,35.5,5.02
2023-05-25,Yamaha FZ-S,Delhi,42,6.6,43028,2nd Owner,35.7,-3.34
2025-11-29,KTM Duke 200,Bengaluru,32,4.7,29777,1st Owner,89.4,4.53
2023-07-10,Bajaj Pulsar 150,Mumbai,45,3.2,22289,2nd Owner,59.8,-5.04
2025-06-09,Bajaj Platina,Mumbai,62,1.2,7132,2nd Owner,58.2,4.61
2022-02-08,Hero HF Deluxe,Delhi,68,5.8,50358,1st Owner,23.4,0.0
2023-06-16,Honda Activa 6G,Bengaluru,55,4.6,21965,3rd Owner,33.5,-4.14
2025-07-10,TVS Jupiter,Mumbai,52,2.4,13077,1st Owner,54.5,4.56
2022-07-14,Hero Splendor Plus,Mumbai,65,7.9,57204,1st Owner,20.4,11.53
2024-05-29,Bajaj Pulsar 150,Bengaluru,45,2.4,20736,1st Owner,72.5,9.66
2023-12-04,Bajaj Platina,Bengaluru,62,6.0,41311,3rd Owner,23.8,5.75
2022-01-04,Bajaj Pulsar 150,Bengaluru,45,3.6,20329,1st Owner,64.9,0.0
2023-07-14,Hero HF Deluxe,Bengaluru,68,7.9,46683,1st Owner,19.1,-5.29
2024-01-27,Hero Splendor Plus,Delhi,65,5.0,43175,1st Owner,33.2,10.15
2023-05-18,Hero HF Deluxe,Delhi,68,1.7,9088,1st Owner,49.6,-3.0
2022-07-26,Royal Enfield Classic 350,Mumbai,35,3.4,21580,1st Owner,120.5,11.58
2023-12-23,Bajaj Platina,Delhi,62,4.5,35473,1st Owner,36.7,10.24
2025-07-13,Yamaha FZ-S,Bengaluru,42,1.3,11224,2nd Owner,88.2,4.68
2025-11-01,Yamaha FZ-S,Bengaluru,42,5.6,48381,3rd Owner,35.4,4.49
2024-07-17,Bajaj Platina,Mumbai,62,7.8,62371,2nd Owner,17.2,9.38
2025-06-28,Bajaj Pulsar 150,Mumbai,45,6.4,40719,1st Owner,36.9,4.6
2024-01-21,Suzuki Access 125,Delhi,50,2.9,12309,1st Owner,54.8,10.19
2024-11-30,Yamaha FZ-S,Mumbai,42,6.4,40975,1st Owner,38.9,4.59
2026-04-05,Honda Activa 6G,Mumbai,55,6.3,40564,1st Owner,28.0,4.18
2025-03-02,Hero HF Deluxe,Bengaluru,68,4.5,39678,1st Owner,30.2,4.82
2024-12-06,Bajaj Platina,Bengaluru,62,3.2,13768,2nd Owner,40.7,4.71
2024-10-03,Suzuki Access 125,Delhi,50,1.7,8843,2nd Owner,59.2,5.08
